tcode,description,module,status,replacement,replacement_type,sap_reference,delta_note,review_status,source_item,source_page
KSC5,,CO,replaced,,none,"S4TWL - ACTIVITY-BASED COSTING (S4TWL item 6.5.2, SAP Note 2270408)","Carry on using KSC5. It was captured from the successor column of the simplification item, where it replaces the retired ABC transaction CPC5, and it remains fully current.",reviewed,6.5.2,320
KSII,,CO,replaced,,none,"S4TWL - ACTIVITY-BASED COSTING (S4TWL item 6.5.2, SAP Note 2270408)","Activity price calculation via KSII is the go-forward transaction, not a removal. It appears here as the named successor to the retired ABC code CPII.",reviewed,6.5.2,320
KSU1-3,,CO,replaced,,none,"S4TWL - ACTIVITY-BASED COSTING (S4TWL item 6.5.2, SAP Note 2270408)","Successor codes, not casualties. KSU1 to KSU3 replace the retired CPP1 to CPP3 assessment transactions from the ABC scope and remain current in S/4HANA.",reviewed,6.5.2,320
KSU5,,CO,replaced,,none,"S4TWL - ACTIVITY-BASED COSTING (S4TWL item 6.5.2, SAP Note 2270408)","This one is the replacement, not the replaced. KSU5 takes over from the retired ABC assessment run CPP5 and continues as a current transaction.",reviewed,6.5.2,320
KSV1-3,,CO,replaced,,none,"S4TWL - ACTIVITY-BASED COSTING (S4TWL item 6.5.2, SAP Note 2270408)",Nothing to change in your routine here. KSV1 to KSV3 are the named successors to the retired CPV1 to CPV3 distribution cycle transactions and stay current in S/4HANA.,reviewed,6.5.2,320
KSV5,,CO,replaced,,none,"S4TWL - ACTIVITY-BASED COSTING (S4TWL item 6.5.2, SAP Note 2270408)","You keep your distribution run. KSV5 is listed as the successor to the retired ABC code CPV5, and the transaction itself is fully current in S/4HANA.",reviewed,6.5.2,320
LPO_BOM_GETDETAIL,,CROSS,replaced,,none,"S4TWL - External Interfaces in PP (S4TWL item 3.1.6, SAP Note 2268048)",,pending,3.1.6,40
LPO_DEMANDS_GETLIST,,CROSS,replaced,,none,"S4TWL - External Interfaces in PP (S4TWL item 3.1.6, SAP Note 2268048)",,pending,3.1.6,40
LPO_ITEM_GETDETAIL,,CROSS,replaced,,none,"S4TWL - External Interfaces in PP (S4TWL item 3.1.6, SAP Note 2268048)",,pending,3.1.6,40
LPO_MATDATA_FIND,,CROSS,replaced,,none,"S4TWL - External Interfaces in PP (S4TWL item 3.1.6, SAP Note 2268048)",,pending,3.1.6,40
LPO_PLANT_GETLIST,,CROSS,replaced,,none,"S4TWL - External Interfaces in PP (S4TWL item 3.1.6, SAP Note 2268048)",,pending,3.1.6,40
LPO_PRODCONF_CREATE,,CROSS,replaced,,none,"S4TWL - External Interfaces in PP (S4TWL item 3.1.6, SAP Note 2268048)",,pending,3.1.6,40
LPO_ROUTE_GEDETAIL,,CROSS,replaced,,none,"S4TWL - External Interfaces in PP (S4TWL item 3.1.6, SAP Note 2268048)",,pending,3.1.6,40
LPO_STOCK_GETLIST,,CROSS,replaced,,none,"S4TWL - External Interfaces in PP (S4TWL item 3.1.6, SAP Note 2268048)",,pending,3.1.6,40
LPO_WORKCENTER_FIND,,CROSS,replaced,,none,"S4TWL - External Interfaces in PP (S4TWL item 3.1.6, SAP Note 2268048)",,pending,3.1.6,40
MAP1,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
MAP2,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
MAP3,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
MCTA,,SD,deleted,,none,"S4TWL - Simplification in SD Analytics (S4TWL item 11.1.16, SAP Note 2267348)",,pending,11.1.16,1018
MCTC,,SD,deleted,,none,"S4TWL - Simplification in SD Analytics (S4TWL item 11.1.16, SAP Note 2267348)",,pending,11.1.16,1018
MCTE,,SD,deleted,,none,"S4TWL - Simplification in SD Analytics (S4TWL item 11.1.16, SAP Note 2267348)",,pending,11.1.16,1018
MCTG,,SD,deleted,,none,"S4TWL - Simplification in SD Analytics (S4TWL item 11.1.16, SAP Note 2267348)",,pending,11.1.16,1018
MCTI,,SD,deleted,,none,"S4TWL - Simplification in SD Analytics (S4TWL item 11.1.16, SAP Note 2267348)",,pending,11.1.16,1018
MCTK,,SD,deleted,,none,"S4TWL - Simplification in SD Analytics (S4TWL item 11.1.16, SAP Note 2267348)",,pending,11.1.16,1018
MDAB,,PP,replaced,,none,"S4TWL - Planning File (S4TWL item 9.5.6, SAP Note 2268088)",,pending,9.5.6,790
MDRE,,PP,replaced,,none,"S4TWL - Planning File (S4TWL item 9.5.6, SAP Note 2268088)",,pending,9.5.6,790
ME69,,IND-Automotive,replaced,,none,"S4TWL - Supplier Workplace (S4TWL item 13.2.9, SAP Note 2270354)",,pending,13.2.9,1060
MEB1,,IND-Retail,replaced,,none,"S4TWL - Subsequent Settlement - Vendor Rebate Arrangements (S4TWL item 13.15.8, SAP Note 2267415)",,pending,13.15.8,1302
MEB7,,IND-Retail,replaced,,none,"S4TWL - Subsequent Settlement - Vendor Rebate Arrangements (S4TWL item 13.15.8, SAP Note 2267415)",,pending,13.15.8,1302
MEBH,,IND-Retail,replaced,,none,"S4TWL - Subsequent Settlement - Vendor Rebate Arrangements (S4TWL item 13.15.8, SAP Note 2267415)",,pending,13.15.8,1302
MEBV,,IND-Retail,replaced,,none,"S4TWL - Subsequent Settlement - Vendor Rebate Arrangements (S4TWL item 13.15.8, SAP Note 2267415)",,pending,13.15.8,1302
MEW0,,MM-PUR,deleted,,none,"S4TWL - Internet Application Components (IAC) (S4TWL item 14.2.3, SAP Note 2267441)",,pending,14.2.3,1413
MEW1,,MM-PUR,deleted,,none,"S4TWL - Internet Application Components (IAC) (S4TWL item 14.2.3, SAP Note 2267441)",,pending,14.2.3,1413
MEW2,,MM-PUR,deleted,,none,"S4TWL - Internet Application Components (IAC) (S4TWL item 14.2.3, SAP Note 2267441)",,pending,14.2.3,1413
MEW3,,MM-PUR,deleted,,none,"S4TWL - Internet Application Components (IAC) (S4TWL item 14.2.3, SAP Note 2267441)",,pending,14.2.3,1413
MEW5,,MM-PUR,deleted,,none,"S4TWL - Internet Application Components (IAC) (S4TWL item 14.2.3, SAP Note 2267441)",,pending,14.2.3,1413
MEW6,,MM-PUR,deleted,,none,"S4TWL - Internet Application Components (IAC) (S4TWL item 14.2.3, SAP Note 2267441)",,pending,14.2.3,1413
MEWP,,MM-PUR,deleted,,none,"S4TWL - Internet Application Components (IAC) (S4TWL item 14.2.3, SAP Note 2267441)",,pending,14.2.3,1413
MK01,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
MK02,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
MK03,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
MK05,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
MK06,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
MK12,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
MK18,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
MK19,,MDM,deleted,,none,"S4TWL - Business Partner Approach (S4TWL item 5.1.27, SAP Note 2265093)",,pending,5.1.27,136
MM-SD,,IND-Retail,deleted,,none,"S4TWL - Product catalog (S4TWL item 13.15.48, SAP Note 2267292)",,pending,13.15.48,1343
MMLS,,IND-Automotive,replaced,,none,"S4TWL - Material Version (S4TWL item 13.2.5, SAP Note 2270398)",,pending,13.2.5,1053
MMPI,,MM-IM,deleted,,none,"S4TWL - Material Ledger Obligatory for Material Valuation (S4TWL item 15.3.2, SAP Note 2267834)",,pending,15.3.2,1467
MM_EKKO,,IND-Aerospace and Defense,deleted,,none,"S4TWL - Obsolete transactions and Enhancements in GPD (S4TWL item 13.1.8, SAP Note 2445653)",,pending,13.1.8,1038
MPX,,PPM,deleted,,none,"S4TWL - Selected Project System Interfaces (S4TWL item 10.1.27, SAP Note 2267288)",,pending,10.1.27,865
MRP,,PP,replaced,,none,"S4TWL - Planning File (S4TWL item 9.5.6, SAP Note 2268088)",,pending,9.5.6,790
MRTRSC01,,PLM,replaced,,none,"S4TWL - Recipe Management (S4TWL item 10.4.22, SAP Note 2267863)",,pending,10.4.22,944
MRTRSC02,,PLM,replaced,,none,"S4TWL - Recipe Management (S4TWL item 10.4.22, SAP Note 2267863)",,pending,10.4.22,944
MRTRS_START,,PLM,replaced,,none,"S4TWL - Recipe Management (S4TWL item 10.4.22, SAP Note 2267863)",,pending,10.4.22,944
MS22,,PP,replaced,,none,"S4TWL - Planning File (S4TWL item 9.5.6, SAP Note 2268088)",,pending,9.5.6,790
MS23,,PP,replaced,,none,"S4TWL - Planning File (S4TWL item 9.5.6, SAP Note 2268088)",,pending,9.5.6,790
MSAB,,PP,replaced,,none,"S4TWL - Planning File (S4TWL item 9.5.6, SAP Note 2268088)",,pending,9.5.6,790
MSAC,,PP,replaced,,none,"S4TWL - Planning File (S4TWL item 9.5.6, SAP Note 2268088)",,pending,9.5.6,790
MSC1,,MDM,deleted,,none,"S4TWL - Logistics Batch Management (S4TWL item 5.1.8, SAP Note 2267298)",,pending,5.1.8,104
MSC2,,MDM,deleted,,none,"S4TWL - Logistics Batch Management (S4TWL item 5.1.8, SAP Note 2267298)",,pending,5.1.8,104
MSC3,,MDM,deleted,,none,"S4TWL - Logistics Batch Management (S4TWL item 5.1.8, SAP Note 2267298)",,pending,5.1.8,104
MSC4,,MDM,deleted,,none,"S4TWL - Logistics Batch Management (S4TWL item 5.1.8, SAP Note 2267298)",,pending,5.1.8,104
NETUS_ER,,FI-GRC,deleted,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)","Not a real code by the look of it. This is almost certainly a line-wrap fragment of WB2B_NETUSER, the obsolete web user transaction, so treat that record as the authoritative one.",reviewed,6.6.2,376
O021,,PLM,deleted,,none,"S4TWL - Classification (S4TWL item 10.4.9, SAP Note 2267878)",,pending,10.4.9,927
O023,,PLM,deleted,,none,"S4TWL - Classification (S4TWL item 10.4.9, SAP Note 2267878)",,pending,10.4.9,927
O024,,PLM,deleted,,none,"S4TWL - Classification (S4TWL item 10.4.9, SAP Note 2267878)",,pending,10.4.9,927
O300,,IND-Oil and Gas,replaced,SE43,tcode,"S4TWL - Handling Oil & Gas obsolete t-codes Oil (S4TWL item 13.13.24, SAP Note 2328674)",,pending,13.13.24,1244
O3C1,,IND-Oil and Gas,replaced,O3DEFAULTS,tcode,"S4TWL - Handling Oil & Gas obsolete t-codes Oil (S4TWL item 13.13.24, SAP Note 2328674)",,pending,13.13.24,1244
O3C2,,IND-Oil and Gas,replaced,O3DEFAULTS,tcode,"S4TWL - Handling Oil & Gas obsolete t-codes Oil (S4TWL item 13.13.24, SAP Note 2328674)",,pending,13.13.24,1244
O4KC,,IND-Oil and Gas,replaced,No Replacement available,tcode,"S4TWL - Handling Oil & Gas obsolete t-codes Oil (S4TWL item 13.13.24, SAP Note 2328674)",,pending,13.13.24,1244
O4KE,,IND-Oil and Gas,replaced,No Replacement available,tcode,"S4TWL - Handling Oil & Gas obsolete t-codes Oil (S4TWL item 13.13.24, SAP Note 2328674)",,pending,13.13.24,1244
O4KG,,IND-Oil and Gas,replaced,No Replacement available,tcode,"S4TWL - Handling Oil & Gas obsolete t-codes Oil (S4TWL item 13.13.24, SAP Note 2328674)",,pending,13.13.24,1244
O4KH,,IND-Oil and Gas,replaced,No Replacement available,tcode,"S4TWL - Handling Oil & Gas obsolete t-codes Oil (S4TWL item 13.13.24, SAP Note 2328674)",,pending,13.13.24,1244
O4KI,,IND-Oil and Gas,replaced,No Replacement available,tcode,"S4TWL - Handling Oil & Gas obsolete t-codes Oil (S4TWL item 13.13.24, SAP Note 2328674)",,pending,13.13.24,1244
O4NC,,IND-Oil and Gas,replaced,O4NCN/O4NM,tcode,"S4TWL - Handling Oil & Gas obsolete t-codes Oil (S4TWL item 13.13.24, SAP Note 2328674)",,pending,13.13.24,1244
O4NS,,IND-Oil and Gas,replaced,O4NSN/O4NM,tcode,"S4TWL - Handling Oil & Gas obsolete t-codes Oil (S4TWL item 13.13.24, SAP Note 2328674)",,pending,13.13.24,1244
O4NV,,IND-Oil and Gas,replaced,O4NM,tcode,"S4TWL - Handling Oil & Gas obsolete t-codes Oil (S4TWL item 13.13.24, SAP Note 2328674)",,pending,13.13.24,1244
O4T0,,IND-Oil and Gas,replaced,No Replacement available,tcode,"S4TWL - Handling Oil & Gas obsolete t-codes Oil (S4TWL item 13.13.24, SAP Note 2328674)",,pending,13.13.24,1244
O4TC,,IND-Oil and Gas,replaced,O4TCN,tcode,"S4TWL - Handling Oil & Gas obsolete t-codes Oil (S4TWL item 13.13.24, SAP Note 2328674)",,pending,13.13.24,1244
O4TCB,,IND-Oil and Gas,replaced,O4TCN,tcode,"S4TWL - Handling Oil & Gas obsolete t-codes Oil (S4TWL item 13.13.24, SAP Note 2328674)",,pending,13.13.24,1244
O4TDL,,IND-Oil and Gas,replaced,O402,tcode,"S4TWL - Handling Oil & Gas obsolete t-codes Oil (S4TWL item 13.13.24, SAP Note 2328674)",,pending,13.13.24,1244
O4TE,,IND-Oil and Gas,replaced,O4TENREV,tcode,"S4TWL - Handling Oil & Gas obsolete t-codes Oil (S4TWL item 13.13.24, SAP Note 2328674)",,pending,13.13.24,1244
O4TF,,IND-Oil and Gas,replaced,O4TFN,tcode,"S4TWL - Handling Oil & Gas obsolete t-codes Oil (S4TWL item 13.13.24, SAP Note 2328674)",,pending,13.13.24,1244
O4TG,,IND-Oil and Gas,replaced,O4TGN,tcode,"S4TWL - Handling Oil & Gas obsolete t-codes Oil (S4TWL item 13.13.24, SAP Note 2328674)",,pending,13.13.24,1244
OAGZ,,SD,replaced,n/a,tcode,"S4TWL - Agency Business (S4TWL item 11.1.3, SAP Note 2267743)",,pending,11.1.3,962
OESP,,IND-Automotive,deleted,,none,"S4TWL - External Service Providers (S4TWL item 13.2.2, SAP Note 2270357)",,pending,13.2.2,1048
OK30,,IND-High Tech,replaced,,none,"S4TWL - Software Maintenance Processing (S4TWL item 13.8.7, SAP Note 2270852)",,pending,13.8.7,1117
OK32,,IND-High Tech,replaced,,none,"S4TWL - Software Maintenance Processing (S4TWL item 13.8.7, SAP Note 2270852)",,pending,13.8.7,1117
OK36,,IND-High Tech,replaced,,none,"S4TWL - Software Maintenance Processing (S4TWL item 13.8.7, SAP Note 2270852)",,pending,13.8.7,1117
OKB9,,CO,available,,none,"S4TWL - COST ELEMENTS (S4TWL item 6.5.5, SAP Note 2270419)",,reviewed,6.5.5,327
OM0F,,PP,replaced,,none,"S4TWL - Planning File (S4TWL item 9.5.6, SAP Note 2268088)",,pending,9.5.6,790
OPENPS,,PPM,deleted,,none,"S4TWL - Selected Project System Interfaces (S4TWL item 10.1.27, SAP Note 2267288)",,pending,10.1.27,865
OPPE07,,PLM,deleted,,none,"S4TWL - iPPE Time Analysis (S4TWL item 10.4.10, SAP Note 2268018)",,pending,10.4.10,929
OS72,,PLM,deleted,,none,"S4TWL - Engineering Change Management ECR/ECO (S4TWL item 10.4.29, SAP Note 2267918)",,pending,10.4.29,951
OS73,,PLM,deleted,,none,"S4TWL - Engineering Change Management ECR/ECO (S4TWL item 10.4.29, SAP Note 2267918)",,pending,10.4.29,951
OT48,,FI-TRM,replaced,,none,"S4TWL - CASH MANAGEMENT - GENERAL (S4TWL item 6.11.17, SAP Note 2270400)",Configuration for classic cash management is superseded. OT48 gives way to the new general settings under Cash and Liquidity Management in S/4HANA.,reviewed,6.11.17,447
OVACT,,FIN-CLOSE,deleted,,none,"S4TWL - ERP SD Revenue Recognition (S4TWL item 6.2.2, SAP Note 2267342)","Activating SD revenue recognition is configuration you will not do again. The module is removed outright in S/4HANA, and the equivalent setup happens inside SAP Revenue Accounting and Reporting.",reviewed,6.2.2,252
OVE1,,FI-GRC,replaced,,none,"S4TWL - Foreign Trade (S4TWL item 6.6.1, SAP Note 2267310)","Another of the SD-FT maintenance and reporting codes that fall away with the module. The redesigned home for Intrastat, legal control and commodity code work is International Trade in S/4HANA.",reviewed,6.6.1,368
OVEP,,FIN-CLOSE,deleted,,none,"S4TWL - ERP SD Revenue Recognition (S4TWL item 6.2.2, SAP Note 2267342)","Item category configuration for SD revenue recognition ends with the module itself. RAR is the successor, and the equivalent settings are maintained there.",reviewed,6.2.2,252
PASW,,IND-High Tech,replaced,,none,"S4TWL - Installed Base Management for IS-SW (S4TWL item 13.8.8, SAP Note 2270849)",,pending,13.8.8,1118
PDCE,,PLM,replaced,,none,"S4TWL - Product Design Cost Estimate (S4TWL item 10.4.13, SAP Note 2442292)",,pending,10.4.13,932
PDN,,PLM,deleted,,none,"S4TWL - Product Designer Workbench (S4TWL item 10.4.2, SAP Note 2267841)",,pending,10.4.2,920
PEG01,,IND-Aerospace and Defense,replaced,,none,"S4TWL - Collective Processing Pegging (S4TWL item 13.1.1, SAP Note 2270832)",,pending,13.1.1,1028
PEG01N,,IND-Aerospace and Defense,replaced,,none,"S4TWL - Collective Processing Pegging (S4TWL item 13.1.1, SAP Note 2270832)",,pending,13.1.1,1028
PEG12,,IND-Aerospace and Defense,deleted,,none,"S4TWL - Obsolete transactions and Enhancements in GPD (S4TWL item 13.1.8, SAP Note 2445653)",,pending,13.1.8,1038
PEG13,,IND-Aerospace and Defense,deleted,,none,"S4TWL - Obsolete transactions and Enhancements in GPD (S4TWL item 13.1.8, SAP Note 2445653)",,pending,13.1.8,1038
PEG15,,IND-Aerospace and Defense,deleted,,none,"S4TWL - Obsolete transactions and Enhancements in GPD (S4TWL item 13.1.8, SAP Note 2445653)",,pending,13.1.8,1038
PFSE,,CROSS,replaced,,none,"S4TWL - External Interfaces in PP (S4TWL item 3.1.6, SAP Note 2268048)",,pending,3.1.6,40
PKW1,,PP,deleted,,none,"S4TWL - Internet Kanban (S4TWL item 9.3.1, SAP Note 2268082)",,pending,9.3.1,606
PMEVC,,PLM,deleted,,none,"S4TWL - Variant Configuration (S4TWL item 10.4.8, SAP Note 2267873)",,pending,10.4.8,926
POF,,FI-GRC,replaced,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)","Probably a parsing artefact rather than a transaction. This looks like a fragment of the POFO1 to POFO3 portfolio family, whose successors are POFO31 to POFO33.",reviewed,6.6.2,376
POFO,,FI-GRC,replaced,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)","Likely a truncated capture of the POFO1 to POFO3 family from a line wrap in the source. See those records, which map to successors POFO31 to POFO33.",reviewed,6.6.2,376
POFO1,,FI-GRC,replaced,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)","Portfolio processing moves from POFO1 to POFO31, its named successor in the simplification item's mapping table.",reviewed,6.6.2,376
POFO2,,FI-GRC,replaced,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)",SAP's successor table points POFO2 users to POFO32. The old code is retired as Global Trade Management moves onto its simplified data model.,reviewed,6.6.2,376
POFO3,,FI-GRC,replaced,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)","Swap POFO3 for POFO33, the successor named in the item's portfolio mapping. The change comes with GTM's rebuilt data model in S/4HANA.",reviewed,6.6.2,376
POFO31,,FI-GRC,replaced,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)","A successor, not a removal. POFO31 replaces POFO1 in the GTM portfolio mapping and remains a current transaction.",reviewed,6.6.2,376
POFO32,,FI-GRC,replaced,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)","Current and here to stay. POFO32 appears in this dataset as the mapped successor to POFO2, captured from the item's successor table.",reviewed,6.6.2,376
POFO33,,FI-GRC,replaced,,none,"S4TWL - Global Trade Management (S4TWL item 6.6.2, SAP Note 2267785)","Still current in S/4HANA. POFO33 is the named successor for POFO3 in the portfolio mapping, so it is the code you should be using.",reviewed,6.6.2,376
PPECS,,PLM,deleted,,none,"S4TWL - IPPE-BOM Converter (S4TWL item 10.4.25, SAP Note 2267879)",,pending,10.4.25,947
PPH_MDAB,,PP,replaced,,none,"S4TWL - Planning File (S4TWL item 9.5.6, SAP Note 2268088)",,pending,9.5.6,790
PPH_MSAB,,PP,replaced,,none,"S4TWL - Planning File (S4TWL item 9.5.6, SAP Note 2268088)",,pending,9.5.6,790
PPH_MSAC,,PP,replaced,,none,"S4TWL - Planning File (S4TWL item 9.5.6, SAP Note 2268088)",,pending,9.5.6,790
PX01,,CROSS,replaced,,none,"S4TWL - External Interfaces in PP (S4TWL item 3.1.6, SAP Note 2268048)",,pending,3.1.6,40
PX02,,CROSS,replaced,,none,"S4TWL - External Interfaces in PP (S4TWL item 3.1.6, SAP Note 2268048)",,pending,3.1.6,40
PX03,,CROSS,replaced,,none,"S4TWL - External Interfaces in PP (S4TWL item 3.1.6, SAP Note 2268048)",,pending,3.1.6,40
PX04,,CROSS,replaced,,none,"S4TWL - External Interfaces in PP (S4TWL item 3.1.6, SAP Note 2268048)",,pending,3.1.6,40
PX05,,CROSS,replaced,,none,"S4TWL - External Interfaces in PP (S4TWL item 3.1.6, SAP Note 2268048)",,pending,3.1.6,40
QA32,,QM,deleted,,none,"S4TWL - QM WEB Workplace (MiniApps) based on ITS Services (S4TWL item 9.6.4, SAP Note 2270129)",,pending,9.6.4,817
QA32WP,,QM,deleted,,none,"S4TWL - QM WEB Workplace (MiniApps) based on ITS Services (S4TWL item 9.6.4, SAP Note 2270129)",,pending,9.6.4,817
QE09,,QM,deleted,,none,"S4TWL - QM WEB Workplace (MiniApps) based on ITS Services (S4TWL item 9.6.4, SAP Note 2270129)",,pending,9.6.4,817
QE09WP,,QM,deleted,,none,"S4TWL - QM WEB Workplace (MiniApps) based on ITS Services (S4TWL item 9.6.4, SAP Note 2270129)",,pending,9.6.4,817
QEH1,,QM,deleted,,none,"S4TWL - Results Recording (S4TWL item 9.6.5, SAP Note 2270124)",,pending,9.6.5,819
QM10,,QM,deleted,,none,"S4TWL - QM WEB Workplace (MiniApps) based on ITS Services (S4TWL item 9.6.4, SAP Note 2270129)",,pending,9.6.4,817
QM10WP,,QM,deleted,,none,"S4TWL - QM WEB Workplace (MiniApps) based on ITS Services (S4TWL item 9.6.4, SAP Note 2270129)",,pending,9.6.4,817
QM13,,QM,deleted,,none,"S4TWL - QM WEB Workplace (MiniApps) based on ITS Services (S4TWL item 9.6.4, SAP Note 2270129)",,pending,9.6.4,817
QM13WP,,QM,deleted,,none,"S4TWL - QM WEB Workplace (MiniApps) based on ITS Services (S4TWL item 9.6.4, SAP Note 2270129)",,pending,9.6.4,817
QPIQS8,,QM,deleted,,none,"S4TWL - QM WEB Workplace (MiniApps) based on ITS Services (S4TWL item 9.6.4, SAP Note 2270129)",,pending,9.6.4,817
QPIQS9,,QM,deleted,,none,"S4TWL - QM WEB Workplace (MiniApps) based on ITS Services (S4TWL item 9.6.4, SAP Note 2270129)",,pending,9.6.4,817
QPQA32,,QM,deleted,,none,"S4TWL - QM WEB Workplace (MiniApps) based on ITS Services (S4TWL item 9.6.4, SAP Note 2270129)",,pending,9.6.4,817
QPQGC1,,QM,deleted,,none,"S4TWL - QM WEB Workplace (MiniApps) based on ITS Services (S4TWL item 9.6.4, SAP Note 2270129)",,pending,9.6.4,817
QPQM10,,QM,deleted,,none,"S4TWL - QM WEB Workplace (MiniApps) based on ITS Services (S4TWL item 9.6.4, SAP Note 2270129)",,pending,9.6.4,817
QPQM13,,QM,deleted,,none,"S4TWL - QM WEB Workplace (MiniApps) based on ITS Services (S4TWL item 9.6.4, SAP Note 2270129)",,pending,9.6.4,817
REVERSE,,IND-Oil and Gas,replaced,O4TENREV,tcode,"S4TWL - Handling Oil & Gas obsolete t-codes Oil (S4TWL item 13.13.24, SAP Note 2328674)",,pending,13.13.24,1244
RFACTS1_BL,,IND-Public Sector,deleted,,none,"S4TWL - Functionality for FACTS I and FACTS II (Federal Agencies (S4TWL item 13.14.8, SAP Note 2270415)",,pending,13.14.8,1284
RFACTS1_FILE_SEND,,IND-Public Sector,deleted,,none,"S4TWL - Functionality for FACTS I and FACTS II (Federal Agencies (S4TWL item 13.14.8, SAP Note 2270415)",,pending,13.14.8,1284
RFACTS2_BL,,IND-Public Sector,deleted,,none,"S4TWL - Functionality for FACTS I and FACTS II (Federal Agencies (S4TWL item 13.14.8, SAP Note 2270415)",,pending,13.14.8,1284
RFACTS2_EDITS,,IND-Public Sector,deleted,,none,"S4TWL - Functionality for FACTS I and FACTS II (Federal Agencies (S4TWL item 13.14.8, SAP Note 2270415)",,pending,13.14.8,1284
RFACTS2_EXTRACT,,IND-Public Sector,deleted,,none,"S4TWL - Functionality for FACTS I and FACTS II (Federal Agencies (S4TWL item 13.14.8, SAP Note 2270415)",,pending,13.14.8,1284
RFACTS2_FILE_SEND,,IND-Public Sector,deleted,,none,"S4TWL - Functionality for FACTS I and FACTS II (Federal Agencies (S4TWL item 13.14.8, SAP Note 2270415)",,pending,13.14.8,1284
RFACTS2_FOOTNOTE,,IND-Public Sector,deleted,,none,"S4TWL - Functionality for FACTS I and FACTS II (Federal Agencies (S4TWL item 13.14.8, SAP Note 2270415)",,pending,13.14.8,1284
RFACTS2_MAF,,IND-Public Sector,deleted,,none,"S4TWL - Functionality for FACTS I and FACTS II (Federal Agencies (S4TWL item 13.14.8, SAP Note 2270415)",,pending,13.14.8,1284
RFACTS2_UPLMAF,,IND-Public Sector,deleted,,none,"S4TWL - Functionality for FACTS I and FACTS II (Federal Agencies (S4TWL item 13.14.8, SAP Note 2270415)",,pending,13.14.8,1284
RFARI020,,FI-AP,replaced,,none,"S4TWL - Credit Management (S4TWL item 6.3.1, SAP Note 2270544)","Extracting credit master data via RFARI020 ends when the external credit interface does. No direct successor is named, as SAP Credit Management holds credit data on the business partner instead.",reviewed,6.3.1,268
RFARI030,,FI-AP,replaced,,none,"S4TWL - Credit Management (S4TWL item 6.3.1, SAP Note 2270544)","The import side of the old external credit interface retires along with RFARI030. SAP names no direct successor, since credit master data now sits in SAP Credit Management.",reviewed,6.3.1,268
RFDFILZE,,FI-AP,replaced,,none,"S4TWL - Credit Management (S4TWL item 6.3.1, SAP Note 2270544)",Branch and head office credit reconciliation stops being a report you run. Higher and lower business partner relationships in SAP Credit Management aggregate exposure instead of RFDFILZE.,reviewed,6.3.1,268
RLMFW_CUST,,PLM,deleted,,none,"S4TWL - Release Management Framework (S4TWL item 10.4.11, SAP Note 2268042)",,pending,10.4.11,930
RLMFW_NUM,,PLM,deleted,,none,"S4TWL - Release Management Framework (S4TWL item 10.4.11, SAP Note 2268042)",,pending,10.4.11,930
RLMFW_OOCU,,PLM,deleted,,none,"S4TWL - Release Management Framework (S4TWL item 10.4.11, SAP Note 2268042)",,pending,10.4.11,930
RMDBVM00,,PP,replaced,,none,"S4TWL - Planning File (S4TWL item 9.5.6, SAP Note 2268088)",,pending,9.5.6,790
RMDBVM10,,PP,replaced,,none,"S4TWL - Planning File (S4TWL item 9.5.6, SAP Note 2268088)",,pending,9.5.6,790
RMMDVL10,,PP,replaced,,none,"S4TWL - Planning File (S4TWL item 9.5.6, SAP Note 2268088)",,pending,9.5.6,790
